TEXT,LANG
"aipoeꞌi okuapy ixupe: — Oreruvixa, oremaꞌenduꞌa haꞌe vaꞌe ijapu vaꞌe oikove teri reve aipoeꞌiague re: “Mboapy ára rire anhemboete ju ꞌrã”, heꞌiague re.",guarani
"Mbaꞌeta xapyꞌaꞌi jajexavaia ipoyi eꞌỹ vaꞌe ojapo ꞌrã mbaꞌemo porã opa eꞌỹ vaꞌe, opa mbaꞌe gui ovareve vaꞌe jajopy aguã rami.",guarani
Onhemboꞌeaty gui onoꞌõ vaꞌekue oopa rã judeu kuery haꞌe judeu reko rami Nhanderuete pe ikuai vaꞌe heta ojeꞌoi Paulo haꞌe Barnabé rakykue. Haꞌe ramo omongeta Nhanderuete porayvua re riae ikuai aguã.,guarani
Jesus ijayvu teri hoꞌamy reve amongue ou onhemboꞌeaty pygua ruvixa ro gui. Haꞌe vy tuu pe aipoeꞌi okuapy: — Nderajy omano ma. Mbaꞌerã tu remoangeko teri poromboꞌea?,guarani
Huvixa aipoeꞌi ixupe: — Xee ma heta peráta apaga karamboae Roma pygua regua anhemoingo uka aguã. Paulo ombovai: — Haꞌe rã xee ma haꞌe pygua regua ae aiko — heꞌi.,guarani
"Haꞌe ramigua Nheꞌẽ Kyꞌa Eꞌỹ voi oikuaa uka, mbaꞌeta jypyꞌi Senhor aipoeꞌi: “Haꞌe vaꞌe ára rire haꞌe kuery pe ajapo ꞌrã xereve guarã, po rami: Haꞌe kuery pyꞌa re amoĩ ꞌrã aipota vaꞌe, hiꞌarandua re ae ꞌrã ambopara”, heꞌi rire",guarani
Jesus ojepeꞌaague Jesus haꞌe nunga oikuaa vy ojepeꞌa haꞌe gui. Heta avi ojeꞌoi hakykue. Haꞌe ramo omonguerapa.,guarani
"Haꞌe nunga rupi mbaꞌemo jaexa vaꞌe reꞌỹ jaikuaa pota, haꞌe rã mbaꞌemo jaexa eꞌỹ vaꞌe re. Mbaꞌeta jaexa vaꞌe ma opa ꞌrã, haꞌe rã jaexa eꞌỹ vaꞌe ma opa vaꞌerã eꞌỹ.",guarani
"Haꞌe nunga rupi haꞌe vaꞌe ayvu noenduxei vaꞌe ma avakue ayvu riveꞌỹ noenduxei, haꞌe rã Nhanderuete pendevy Nheꞌẽ Kyꞌa Eꞌỹ omeꞌẽ vaꞌekue ayvu ae.",guarani
"Taꞌyxy Sara voi ojeroviaa rupi oiko vy imemby nho rakaꞌe, guaimiꞌi ete ma vaꞌeri. Mbaꞌeta oikuaa imemby aguã re ijayvu vaꞌekue ojeroviapy oikoa. Haꞌe nunga rupi peteĩ ava omanogue rami oiko vaꞌe gui heta ikuai rakaꞌe, yva re jaxy-tata ikuai vaꞌe haꞌe yeꞌẽ yvýry ita kuꞌi ikuai vaꞌe rami avi mbovy rei eꞌỹ ikuai.",guarani
"Haꞌe vaꞌe omombeꞌua rã oendupaa Judéia haꞌe javi rupi, haꞌe gui haꞌe katyꞌi rupi ikuai vaꞌe haꞌe javi.",guarani
"Haꞌeve remoĩ aguã ojou vaia rei aguã rami eꞌỹ ikuai vaꞌe, haꞌe peteĩꞌi taꞌyxy vaꞌe. Taꞌy kuery ojerovia vaꞌe, haꞌe kuery opa marã rei eꞌỹ, inheꞌẽ rendua rupi anho ikuaia oikuaa pavẽ vaꞌe.",guarani
"Haꞌvy peẽ ndaperoayvui teri teve po rami ipara vaꞌe: “Oo apoa kuery ita ndoipotai vaꞌekue opyta omboeteve pyrã, tenonde pyguarã. Haꞌe nunga ma Senhor gui ae oiko, haꞌe jaexa rã iporã ete vaꞌe”, heꞌiague?",guarani
Profeta kuery pe “Profeta” heꞌi vy omovaẽ vaꞌekue ma hekovia ojopy ꞌrã profeta pegua rami. Haꞌe heko porã vaꞌe kuery pe “Heko porã vaꞌe” heꞌi vy omovaẽ vaꞌekue ma hekovia ojopy ꞌrã heko porã vaꞌe pegua rami.,guarani
"Pevyꞌa ke ovyꞌa vaꞌe kuery reve, haꞌe rã ojaeꞌo vaꞌe reve ma pejaeꞌo.",guarani
"Mbaꞌeta toꞌo oipotaa rami teri nhandekuai jave lei ojapo rakaꞌe jajejavypa reixea anho nhaendu aguã rami, haꞌe ramo opa marã oguereko nhanderete regua nhandejuka ete aguã.",guarani
"mbaꞌeta peẽ voi penheaꞌã pekuapy ymave rupi pexa rã xee anheaꞌãague rami, haꞌe aỹ pendu rã anheaꞌãa rami avi. 13",guarani
"Haꞌe rã peẽ kuery penheꞌẽ rendua ma pavẽ oikuaa. Xee voi roguerovyꞌa avi haꞌe rami pendekuaia re. Haꞌe rami avi aipota peneꞌarandu iporã vaꞌe peikuaa aguã, haꞌe rã mbaꞌemo vai re ma peikuaa pota eme.",guarani
Apóstolo Paulo omano taa re ijayvuague Haꞌe gui xee ma xeruguy omoẽa ta ma mymba omeꞌẽmby rami. Ovaẽ ma ouvy aa aguã ára.,guarani
"Enheaꞌã tema rexĩmba rei eꞌỹ re Nhanderuete pe rejexa uka aguã ombaꞌeapo vaꞌe ojou porã vaꞌerã, ayvu anhetẽ ete vaꞌe haꞌevea rami remombeꞌu rire.",guarani
"Pepena pendejee ae haꞌe vexaꞌi kuery haꞌe javi re, haꞌe vaꞌe kuery re opena vaꞌerã Nheꞌẽ Kyꞌa Eꞌỹ penemoĩ rire. Haꞌe vaꞌe ma Nhanderuete pegua igreja kuery nguguy py ae ojogua vaꞌekue.",guarani
"Mbaꞌeta xee ma xejegui eꞌỹ xeayvu. Xeru Xembouare ae oikuaa uka xeayvu aguã, haꞌe amombeꞌu vaꞌerã. Haꞌe ijayvua ma tekove marã eꞌỹ meꞌẽa, xee aikuaa. Haꞌe rami ae xee xeayvua voi, mbaꞌeta Xeru xemboꞌea rami anho xeayvu.",guarani
Pisídia yvy oaxa vy Panfília katy ju jogueraa. Perge py ayvu porã omombeꞌu rire oguejy jogueravy Atália katy.,guarani
"Jesus ombovai: — Perovia ete pa aỹ? Mbaꞌeta ou oiny hora, haꞌe ovaẽ ae ma, peẽ kuery joa katy eꞌỹ-eꞌỹ peo aguã peteĩ-teĩ ro katy. Peo vy xerejapa ꞌrã xee aeꞌi. 50 Haꞌe rami teĩ xee aeꞌi ete eꞌỹ ꞌrã guive, mbaꞌeta Xeru oiko ꞌrãe xereve.",guarani
Jesus oĩa py heta ou opa rupi tetã ikuai vaꞌe gui. Haꞌe ramo omombeꞌu peteĩ ayvu mbaꞌemo re ombojoja vy:,guarani
Ojerovia vaꞌe kuery reko re ijayvua Haꞌe rã ndee ma ndeayvu ke haꞌevea rami renhomboꞌea rupi.,guarani
"— Xee ma judeu, Cilícia regua Tarso tetã py xetuiꞌi vaꞌekue. Haꞌe gui kovaꞌe tetã py ju xetuja. Apy Gamaliel remimboꞌe aiko vy lei nhaneramoĩ kuery reko oĩa rami ete anhemboꞌe vaꞌekue. Nhanderuete pe aiko aguã re anho anheaꞌã aikovy, aỹ peẽ kuery pendekuaia rami avi.",guarani
— Mbaꞌexa tu peikuaa Cristo oikoa? Mavaꞌe ramymino tu oiko? Haꞌe kuery ombovai: — Davi ramymino rima — heꞌi okuapy.,guarani
"Mbaꞌeta haꞌe rami penhopytyvõ ramo ikyꞌa eꞌỹ vaꞌe kuery oguerekopa ꞌrã. Haꞌe rami anho eꞌỹ, heta oguerovyꞌa ꞌrã Nhanderuete guive. Mbaꞌeta Nhanderuete omboete ꞌrã okuapy, peipytyvõa py Cristo regua ayvu porã peroviaa rupi penheꞌẽ rendua pexa uka ramo, mbaꞌeta pemeꞌẽxea py haꞌe kuery pe pembojaꞌo, pavẽ rei pe guive.",guarani
"Hebreu kuery pe ombopara pyre Nhanderuete ojekuaa ukaague re ijayvua Ymave rupi Nhanderuete mbovykue rei eꞌỹ, haꞌe haꞌekue-ꞌekueꞌi rami eꞌỹ ijayvu rakaꞌe nhaneramoĩ kuery pe profeta kuery rupi.",guarani
Hexeve ijayvu reve oike vy heta oexa onoꞌõ okuapy vaꞌe.,guarani
Mavaꞌe ndaꞌu pendepyꞌa eta rei vy pembopukuve kuaa ꞌrã ruxãꞌi peikove aguã?,guarani
"Haꞌe rami avi oguereko rive ranhe, avaꞌi oikuavã eꞌỹa ja. Haꞌe vaꞌe ma omboery Jesus.",guarani
Haꞌe rami ꞌrãgue py pendepyꞌa py Cristo pemboetea rupi “Xe-Senhor ikyꞌa eꞌỹ vaꞌe” peje vy peiko katu riae oporandu vaꞌe-vaꞌe pe pemombeꞌu porãve aguã pearõ peikovya.,guarani
"Mbaꞌeta aikuaa xere, xerete re ma iporã vaꞌe noĩa. Haꞌevea rami aikoxea ma xere oĩ anhetẽ. Haꞌe rã haꞌe rami aiko kuaa etea ma noĩ.",guarani
"Semana ijypyꞌia ára ajeꞌive Jesus onhemboete ju rire Maria Madalena pe ranhe ojexa uka, ixugui sete anha oipeꞌaague vaꞌe pe.",guarani
"Haꞌe gui “Ojeupi” heꞌia py jaikuaa yvy guýry peve oguejy ranheague, mbaꞌeta oguejy vaꞌekue ae ma ojeupi ju yva haꞌe javi áry, opa mbaꞌe re oĩ aguã.",guarani
"Haꞌe gui amboae ayvu ju aendu yva gui aipoeꞌi vaꞌe: — Xevygua kuery, pejepeꞌa ke haꞌe kuery mbyte gui, haꞌe kuery ojejavya rupi pendekuai eꞌỹ aguã, haꞌe kuery moingo axyarã pendere voi oiko eꞌỹ aguã — heꞌi.",guarani
Haꞌe ramo sete anjo ikuai vaꞌe po py irundy temimoingo kuery vaꞌe regua peteĩ omboaxa sete hyꞌaꞌi ouro guigua. Haꞌe vaꞌe ma tynyẽ Nhanderuete rakaꞌe rã peve oiko vaꞌerã poxya.,guarani
"Haꞌe ramo haꞌe kuery pyꞌa py ijayvua Jesus oikuaa vy aipoeꞌi: — Tetã pygua kuery minha jomeme ri opuꞌã vy nhomomba ꞌrã. Tetã, haꞌe eꞌỹ vy oo pygua jomeme opuꞌã vy okanhymba ꞌrã.",guarani
"mbaꞌeta xeryvy kuery, xeretarã kuery ngoꞌo re ikuai vaꞌe araa jepe aguã haꞌeve vaꞌe rire ayvu vaipy haꞌe Cristo gui okanhygue ꞌrãgue xee aiko. Haꞌe kuery ma Israel regua ikuai. Haꞌe kuery peguarã vaꞌekue ma Nhanderuete raꞌy kuery ikuai aguã, hexakã, guexeve guarã ojapo vaꞌekue, lei, Nhanderuete ombojerovia aguã, haꞌe mbaꞌemo omeꞌẽ aguã re ijayvuague.",guarani
Mbaꞌeta xeirũ mboae ndarekoi xee rami oendu vaꞌerã anhetẽ rupi peẽ kuery re opena aguã.,guarani
Haꞌe gui hemimboꞌe mboae Simão Pedro ryvy André aipoeꞌi Jesus pe: — Haꞌe rami avi pe py ma oĩ peteĩ kunumi peteĩ nhiruĩ mbojape cevada guigua haꞌe mokoĩ piraꞌi oguereko vaꞌe. Haꞌe rami teĩ ndaꞌevei ꞌrã ko heta ete ikuai vaꞌe peguarã — heꞌi.,guarani
"Haꞌe ramo Jesus aipoeꞌi haꞌe kuery pe: — Maꞌẽ, penheangu ke fariseu haꞌe saduceu kuery regua trigo mbovua gui — heꞌi.",guarani
Haꞌe gui ma mombyry gui oexa Jesus. Haꞌe vy onha ouvy vy omboete.,guarani
"Haꞌe gui ojepeꞌa ju. Onhemboꞌe jevy vy aipoeꞌi: — Xeru, kovaꞌe karo gui ayꞌu eꞌỹ re oaxa aguã ndaꞌevei ri ramo toiko ndee reipota vaꞌe — heꞌi.",guarani
"Haꞌe nunga rupi ajapoxe eꞌỹ vaꞌe ajapo ramo haꞌe rami xemoingoa ma xee ae eꞌỹ, haꞌe rã jejavya xere oĩ vaꞌe.",guarani
"Xerembiayvu, ndee ma eiko eme teko vai rupi, haꞌe rã teko porã rupi anho, mbaꞌeta teko porã rupi ikuai vaꞌe ma Nhanderuete guigua meme. Haꞌe rã teko vai rupi ikuai vaꞌe ma neĩ peteĩgue voi ndoexai Nhanderuete.",guarani
"oporandu haꞌe kuery pe: — Peẽ kuery pa pejerovia ramo pendere ou Nheꞌẽ Kyꞌa Eꞌỹ? Haꞌe kuery ombovai: — Any, ore kuery ma noroendui ae Nheꞌẽ Kyꞌa Eꞌỹ oiko vaꞌea — heꞌi okuapy. Haꞌe ramo Paulo oporandu ju: — Marã rami haꞌvy penhemongarai uka? Haꞌe kuery ombovai: —  Batista nhomongaraia rami rima — heꞌi okuapy. Paulo aipoeꞌi haꞌe kuery pe: —  ma ojeko rerova vaꞌekue omongarai vy heta vaꞌe kuery pe ijayvu vaꞌekue arakaꞌeve rã ou vaꞌerã re ju ojerovia okuapy aguã. Haꞌe vaꞌe ma Jesus — heꞌi. 16 Haꞌe nunga haꞌe kuery oendu vy onhemongarai ukapa Senhor Jesus rery rupi. Haꞌe kuery áry Paulo opo omoĩ ramo haꞌe kuery re ou Nheꞌẽ Kyꞌa Eꞌỹ. Haꞌe ramo ayvu mboae py ijayvu, Nheꞌẽ guigua omombeꞌu guive. Haꞌe javi vy doze avakue ikuai.",guarani
"Xemoĩ karamboae amombeꞌu aguã mbaꞌemo oiko vaꞌerã, Nhanderuete opa mbaꞌe apoare vaꞌe yma rupi onhembopyꞌaague ndoikuaa ukai teri vaꞌekue ojeupity rã.",guarani
Nhanderuete oikuaa peẽ kuery haꞌe javive roexaxea. Haꞌe rami aguã ma Cristo Jesus gui ae aendu.,guarani
"Haꞌe nunga rupi jejavya taꞌipoꞌakave eme penderete imarã vaꞌe re, toꞌo oipota vaꞌe rupi veꞌỹ pendekuai aguã.",guarani
"Pendekuai eme inhateꞌỹ vaꞌe rami, haꞌe rã ojeroviaa haꞌe oĩ atãa rupi Nhanderuete ijayvuague oupity vaꞌerã kuery rami anho.",guarani
"Haꞌe rã Melquisedeque ma haꞌe kuery regua eꞌỹ vy Abraão gui eteve voi ojopy rakaꞌe dízimo, haꞌe ogueroayvu porã guive Nhanderuete ijayvuague renduare.",guarani
"Mbaꞌeta Nhanderuete rovaigua teri jaiko reve Taꞌy omano vy hexeve peteĩ rami ju nhanemoingo rire aỹ katuve ma hexeve peteĩ rami nhanemoingo vy nhandereraa jepe ꞌrã, oikove ju rire.",guarani
"Haꞌe rã haꞌe pygua kuery ma nomovaẽxei, Jerusalém katy ooa oikuaa vy. Samaria pygua kuery nomovaẽxei, mbaꞌeta judeu kuery reve joe ijaꞌe eꞌỹ vaꞌe vy .",guarani
"Haꞌe rã iporã vaꞌe rupi ikuai vaꞌe pe ma omeꞌẽ ꞌrã guexakã, imboetea haꞌe imoingo porãarã, judeu kuery pe ranhe, haꞌe gui grego kuery pe avi, mbaꞌeta Nhanderuete ma peteĩ regua rive joegui oayvuve vaꞌeꞌỹ.",guarani
Haꞌe kuery oo tema tape rupi. Yy oĩa py ovaẽ vy eunuco aipoeꞌi: — Apy ma yy oĩ. Ndaꞌevei ꞌrã ri ndaꞌu anhemongarai uka aguã?,guarani
"Vixo rexa vaꞌe ma yma oiko vaꞌekue ri aỹ noĩvei, haꞌe gui yvykua gui oẽ aguã rami ju oiko, haꞌe okanhy aguã rami guive. Haꞌe rã yvy regua kuery yvy itui ypyꞌi guive kuaxia tekove oguereko vaꞌe kuery rery oĩa re hery nomboparaaia vaꞌe, haꞌe kuery oexa ꞌrã vixo oiko vaꞌekue ri noĩvei vaꞌe ojekuaa ju rã. Haꞌe gui vixo oiko vaꞌekue ri noĩvei vaꞌe ojekuaa ju rã rã yvy regua kuery oexa ꞌrã okuapy, yvy itui ypyꞌi guive kuaxia tekove oguereko vaꞌe kuery rery oĩa re hery nomboparaaia vaꞌe kuery ae. Haꞌe kuery oexa vy onhemondyipa ꞌrã okuapy.",guarani
"Ajeꞌi ma rire amboae ju aipoeꞌi: — Pevaꞌe tu anhetẽ rima haꞌe kuery regua, mbaꞌeta haꞌe voi Galiléia pygua.",guarani
"Niɡ̶ijo noiigi-nelegi noɡ̶owajipatalo Jesus lotaɡ̶a, eliodi moyopo leeɡ̶odi liiɡ̶axinaɡ̶aneɡ̶egi.",kadiweu
"Odaa aɡ̶ica daɡ̶a leegi Jesus ja yowooɡ̶odi ane lowoogo, odaa jeɡ̶eetediogi, “Igame leeɡ̶odi midaɡ̶a ɡ̶adowoogo catiwedi ɡ̶adaaleɡ̶enali? Amigida ica ane daɡ̶a ɡ̶alaɡ̶a mejita niɡ̶idi ɡ̶oneleegiwa alejaado? Domigetaɡ̶a eneɡ̶egi dakake mejita, ‘Aneotedoɡ̶oji ja napitaɡ̶adi ɡ̶abeyaceɡ̶eco’, oɡ̶oa, domigetaɡ̶a eneɡ̶egi dakake mejita, ‘Adabititini, abaata ɡ̶adipe, odaaɡ̶awaligi!’? Pida jikeetaɡ̶awatiwaji, Ee, Ǥoneleegiwa ane jicoɡ̶otibigimece ditibigimedi, mida inimaweneɡ̶egi digoina iiɡ̶o me inapitaɡ̶adi libeyaceɡ̶eco oko.” Odaa Jesus jeɡ̶eete niɡ̶ijo ɡ̶oneleegiwa alejaado,",kadiweu
"Ane yemaa me wajipa, dice ajipaata ane ligegitiogi Liwigo Aneotedoɡ̶oji lapoli loiigi Ǥoniotagodi!”",kadiweu
"Amiida ica anakatitecetiwaji? Diɡ̶ini ɡ̶oneleegiwa anidiwa onaniteci taalia niwaxacocoli, oditaɡ̶a jaɡ̶aca aniadi. Odaa amigetiɡ̶ida anee? Ejitaɡ̶awa me yoya niɡ̶idiwa noventa-noove waxacocoli madi wetiɡ̶a anei me nadecoɡ̶onaɡ̶a. Odaa jiɡ̶igo doletibige naɡ̶ajo ananiaditibige.",kadiweu
"Jesus ibake naɡ̶atetigi me dotaɡ̶a Naɡ̶a nigotedini Jesus me dotaɡ̶a, odaa ica lapo-nelegi joɡ̶oyopo leeɡ̶odi anodaaɡ̶eeteda me diiɡ̶axinaɡ̶a. Leeɡ̶odi adiiɡ̶axinaɡ̶a daɡ̶a liciagi niiɡ̶axinaɡ̶anadi anodiiɡ̶axinaɡ̶atece lajoinaɡ̶aneɡ̶eco Moisés, pida Jesus baɡ̶a ibake epaa naɡ̶atetigi me diiɡ̶axinaɡ̶a.",kadiweu
"Niɡ̶ina oko anoiatetibece leeɡ̶odi mowo ane iɡ̶enaɡ̶a, icota Aneotedoɡ̶oji me iiɡ̶e laaleɡ̶enali codaa me yaxawatediogi. Joaniɡ̶idaa leeɡ̶odi niɡ̶idi oko midioka limedi me ninitibigiwaji.",kadiweu
"Enice adowetiteloco anodaaɡ̶eni me ɡ̶adewiki. Jinaɡ̶a ɡ̶adiciagi niɡ̶ina oko ane diɡ̶icata lixakedi, pida abakeni ɡ̶adixakedi Aneotedoɡ̶oji ane yajigotedaɡ̶awa me ɡ̶adewikitema.",kadiweu
"Jesus icilatidi liotagi ica lacilo icoa niodaɡ̶awadi romaanotedi Niɡ̶ijo naɡ̶a nigotedini Jesus me yotaɡ̶aneɡ̶e niɡ̶idi noiigi, odaa jiɡ̶igo manitaɡ̶a nigotaɡ̶a Cafarnaum.",kadiweu
"Odaa ja igidi naɡ̶ajo iwaalo, meetalo, “Ewi, Iniwa-aagodi! Pida codaa me necexodawaanaɡ̶a oyeligo latijedi niwe-eenigi ane icoɡ̶otibigimece nameeja niwikateenoɡ̶odi.”",kadiweu
Odaa inatawece ane noiigi onibeotege meote me newiɡ̶atace.”,kadiweu
"Pida naɡ̶a niniɡ̶odi, meetediogi, “Ida ane jeligo, ane diɡ̶icata mowooɡ̶otitiwaji”.",kadiweu
"Ajidikotibigaɡ̶ajitiwaji daɡ̶a leeɡ̶odi me doɡ̶owooɡ̶oti anewi. Pida jidikotibigaɡ̶ajitiwaji leeɡ̶odi noɡ̶owooɡ̶oti anewi, codaa leeɡ̶odi mowooɡ̶oti niɡ̶ina ane diwitaka, me diɡ̶ica aneetege anewi.",kadiweu
"Niɡ̶ijoa lacilodi judeutedi odoletibige nimaweneɡ̶egi moyeloadi Jesus Aniaditibige itoataale nokododi daɡ̶a nakatio nalokegi anodita me Páscoa, codaa niɡ̶ijo eledi nalokegi anodita “Lalokegi paon ane diɡ̶ica labookojegi”. Niɡ̶ijo anoiiɡ̶e sacerdotitedi ijaaɡ̶ijoa niɡ̶ijoa niiɡ̶axinaɡ̶anadi anodiiɡ̶axinaɡ̶atece lajoinaɡ̶aneɡ̶eco Moisés odoletibige niɡ̶ica nimaweneɡ̶egi modolicetalo Jesus moyeloadi. Pida modi, “Aɡ̶ele me jibaɡ̶atalo midi nalooɡ̶o ade jaoɡ̶atibige niɡ̶idi noiigi metiɡ̶odideleɡ̶e.”",kadiweu
"Niɡ̶ijo naɡ̶a idiaaɡ̶itice minitaɡ̶a ica diimigi ane lotokaɡ̶adi, odaa niɡ̶ijo anodiotibece Jesus joɡ̶oigetece ane diitigilo niɡ̶ijoa lotaɡ̶a.",kadiweu
"Pida leeditibige maniniitibecetiwaji leeɡ̶odi mawikodeetiwaji anodaaɡ̶eeteda Cristo me dawikode, amaleeɡ̶aɡ̶a eliodi maniniitibece niɡ̶ica noko nige dopitedijo Cristo. Niɡ̶ica noko inatawece oko onadi niɡ̶ica nelegi nimaweneɡ̶egi Cristo, codaa meliodi notoetiigi.",kadiweu
"Jineɡ̶enitece notaɡ̶a ane napioi, jinaɡ̶awii ɡ̶adatematiko ane nini codaa me napioi, oteɡ̶exaaɡ̶aɡ̶a otaɡ̶ani me liciagi niɡ̶ina oko yetoliwaɡ̶a, igaataɡ̶a agotaɡ̶a iɡ̶enaɡ̶a loiigi Aneotedoɡ̶oji diɡ̶idaaɡ̶ee me notaɡ̶anaɡ̶a. Pida leeditibige midioka limedi maniotagodeetalo Aneotedoɡ̶oji, leeɡ̶odi me najigotedoɡ̶owa niɡ̶ida gela ɡ̶odewiɡ̶a.",kadiweu
"Ǥodixaketedi ane najigotoɡ̶owa Aneotedoɡ̶oji Liwigo Inioxoadipi, jemaa mowooɡ̶otitiwaji anewi aneetece ɡ̶odixaketedi ane najigotoɡ̶owa Aneotedoɡ̶oji Liwigo.",kadiweu
"Pida nigica oko ane daɡ̶a dowediteloco litaagi, oteɡ̶exaaɡ̶aɡ̶a eliododipi ane noiigiwepodi, ane daɡ̶axa mida ane jaoɡ̶a, odaa iniaaɡ̶ini niɡ̶ini oko ja ika me diotece niiɡ̶axinaɡ̶aneɡ̶egi ɡ̶otiwaɡ̶atakaneɡ̶egi, codaa ja beyagi anee caticedi niɡ̶ina oko ane deɡ̶eyiwaɡ̶aditeda Ǥoniotagodi.",kadiweu
"Naɡ̶ani wetiɡ̶a daɡ̶axa me diniwaloetaɡ̶adomi akaamitiwaji ananakatoni Ǥoniotagodi. Pida Aneotedoɡ̶oji lotaɡ̶a yalaɡ̶ata niɡ̶ina ane doɡ̶oyiwaɡ̶aditeda Ǥoniotagodi, niɡ̶ijo neɡ̶ee, “Naɡ̶ani wetiɡ̶a anoyokoleticogi we niɡ̶ijo anoyoe diimigi, naɡ̶ani wetiɡ̶a ewi me dinanatigi me naɡ̶aca wetiɡ̶a ane daɡ̶axa me diniwaloe niɡ̶ijo noɡ̶oyoe diimigi.”",kadiweu
"Odaa Pedro jeɡ̶ee me yakadi Aneotedoɡ̶oji me iloikatidi nige diwitaka, odaa jeɡ̶ee, “Ewi me diɡ̶icoateda me jowooɡ̶odi niɡ̶idoa ɡ̶oneleegiwa, ajiwitaka!” Odaa aɡ̶ica daɡ̶a leegi, jaɡ̶anoe okoɡ̶okoodi.",kadiweu
Odaa aɡ̶ica ane yakadi me igidi Jesus. Codaa jiɡ̶ijaaɡ̶ijotigi niɡ̶ijo noko aɡ̶aleeɡ̶ica anabo laaleɡ̶ena me ige Jesus me dineetalo.,kadiweu
"Naɡ̶a niniɡ̶odi Jesus, meetediogi, “Deɡ̶emaɡ̶a jao me ideloɡ̶o, aɡ̶ica jao. Pida Eiodi doɡ̶etetediwa. Odaa akaamitiwaji meni me Ǥanoenoɡ̶odi.",kadiweu
"Odaa Jesus ja igidi, meeteta, “Jaɡ̶akamaɡ̶akaamitiwaji niɡ̶ica noiigi ane doɡ̶oyiwaɡ̶aditeda Aneotedoɡ̶oji. Igamige liwokodi nokododi ane leeditibige minaaɡ̶ejotice makaamitaɡ̶atiwaji? Igamige liwokodi nokododi jakadi me idinatitaɡ̶awatiwaji leeɡ̶odi me daɡ̶a adadiwaɡ̶ati? Anadeegitiwa niɡ̶ini nigaanigawaanigi!”",kadiweu
"Inoatawece nokododi yalakatiditiogi niɡ̶ica noiigi, meetiogi, “Nigidiaaɡ̶idi enagi eledi oko ane daɡ̶axa me ɡ̶oneɡ̶egi caticedi ee, oteɡ̶exaaɡ̶aɡ̶a jakadi me idakagitini lodoe me jowilece liwelatedi.",kadiweu
"Simão ja niniɡ̶odi, meetalo, “Ejime niɡ̶ijo ane daɡ̶axa me dinaalewe jiɡ̶ijaa daɡ̶axa me demaanaɡ̶a.” Odaa Jesus meete, “Ele motaɡ̶ani!”",kadiweu
"Odaa Paulo jeɡ̶enidita onijoteci niɡ̶ijoa jajeentexedi, odaa jeɡ̶eeta, “Adeegita goloneegi niɡ̶ida lioneeɡ̶a. Igaataɡ̶a ida latematigota.”",kadiweu
"Elias inaaɡ̶ina ɡ̶oneleegiwa digo mokotaɡ̶a. Pida eliodi me yotaɡ̶aneɡ̶e Aneotedoɡ̶oji. Odaa ja dipokotalo me daɡ̶a datiode. Odaa aɡ̶aleeɡ̶ica ebici deɡ̶enitinigiiɡ̶o niɡ̶icoatigilo itoatadiɡ̶ida nicaaɡ̶ape niɡ̶igo meeya. Pida niɡ̶idiaaɡ̶idi naɡ̶a ixomaɡ̶atedijo niɡ̶ijoa nicaaɡ̶ape, odaa ja yotaɡ̶aneɡ̶etace Aneotedoɡ̶oji, dipokota me datiode. Odaa Aneotedoɡ̶oji ja niwakatee eliodi ebici, odaa ja ilitace nawodigijedi.",kadiweu
"Naɡ̶a igidi Jesus, meeteta naɡ̶ajo iwaalo, “Jeɡ̶emeɡ̶ee ane ɡ̶adotaɡ̶aneɡ̶eni, Ee Cristo”.",kadiweu
"Odaa niocodi nige icoɡ̶oticogi natinedi, odaaɡ̶enitiwaji, ‘Niláɡ̶a!’ Odaa ewi me niláɡ̶a.",kadiweu
"Iditawece niɡ̶ica oko nawelatibigiwaji, odaa dinotaɡ̶aneɡ̶e midiaaɡ̶iditiwage, modi, “Ganigaaleeɡ̶inoa niɡ̶inoa lotaɡ̶a! Igaataɡ̶a ida nimaweneɡ̶egi codaa me loniciwaɡ̶a me iticoitedice niwicidi abeyacaɡ̶aɡ̶a. Niɡ̶ina me iiɡ̶e, odaa ja noditicoaci.”",kadiweu
"Niɡ̶ina ane daɡ̶a icaajo, dice yakapetegi, codaa niɡ̶ina ane daɡ̶a idaxawatece me jatecoɡ̶otee iniwaxacocoli anilaagitedibece, odaa ja miniaa ilaagaɡ̶aditedibece.",kadiweu
"Pida nigawii ɡ̶ademaanigi oko, jaɡ̶awii ane beyagi, codaa niiɡ̶enatakaneɡ̶egi ikee makaami oko ane daɡ̶a yoteteteda liiɡ̶enatakaneɡ̶eco Aneotedoɡ̶oji.",kadiweu
"Enice iniɡ̶a jipecaɡ̶atege Aneotedoɡ̶oji, jinaɡ̶a jikanaɡ̶a ɡ̶odaaleɡ̶ena daɡ̶a ɡ̶odinaale, pida ejiwaɡ̶ataɡ̶a ajawienaɡ̶a. Lawodi Jesus noɡ̶a moko nilaagedi, odaa ɡ̶odapiditema inoatawece ɡ̶obeyaceɡ̶eco, micataɡ̶a niɡ̶ina ninyoɡ̶odi ane yapidi me yapitaɡ̶adi ɡ̶odolaadi.",kadiweu
Aɡ̶oyakadi diɡ̶ica ligegi modakapetege Pedro ijaa  leeɡ̶odi niɡ̶ijo ɡ̶oneleegiwa anoicilatidi ida me dabiditi midataɡ̶a Pedro ijaa João.,kadiweu
